variant,total,result_match_rate,comparable_result_match_rate,delta_vs_full_agent_pp,sql_valid_rate,sql_execution_rate,latency_p50,latency_p95,contained_in_actual_count,contained_in_expected_count,semantic_label_equivalence_count,error_category_counts
openai_raw_full_context,77,0.948051948051948,0.9605263157894737,1.2987,0.987012987012987,0.987012987012987,3.123159458002192,5.32237016599538,3,0,0,"{""shape_mismatch"": 2, ""invalid_sql"": 1, ""value_mismatch"": 1}"
full_agent,77,0.935064935064935,0.935064935064935,0.0,1.0,1.0,6.3209068330033915,13.148068208996847,5,0,1,"{""shape_mismatch"": 4, ""value_mismatch"": 1}"
